hs_code,hs_description
8302496035,PNEUMTC CYL LIFT LOW ETC
8302496045,OTH MNTNGS FTTNGS ETC
8302496055,OTH MNTGS FTTGS
8302496085,"OTH MNTNGS FTTNGS ETC NESOI IOS ZN ALUM, PTS THERF"
8302498040,"HARDWRE, COPPER, FR VEHICLES, EXC MOTOR, SECT XVII"
8302498050,"HARDWR VEHCLS EXC MOTOR OF SECT XVII, BS MTL NESOI"
8302498090,OTH MOUNTNGS FTTNGS ETC NES BS METL EXC IOS AL ZN
8302500000,"HAT-RACKS HAT PEGS BRCKTS ETC PARTS, BASE METAL"
8302603000,AUTOMATIC DOOR CLOSERS OF BASE METAL
8302609000,"PARTS OF AUTOMATIC DOOR CLOSERS, BASE METAL"
8303000000,"SAFES, CASH OR DEED BOXES ETC A PRTS, BASE METAL"
8304000000,"OFFICE AND DESK EQUIP A PRTS, OF BASE METAL"
8305100010,"RING BINDER MECHANISMS FOR LOOSLEAF BNDRS, BS METL"
8305100050,"FITTINGS FOR LOOSELEAF BINDERS, FILES NESOI BS MTL"
8305200000,"STAPLES IN STRIPS, OF BASE METAL"
8305903010,"PAPER CLIPS AND PARTS, WHOLLY OF WIRE, BASE METAL"
8305903050,"PAPER CLIPS AND PARTS, NESOI, OF BASE METAL"
8305906000,"OTH BASE METAL OFFICE SUPPLY ARTICLS, PARTS, NESOI"
8306100000,"BELLS, GONGS AND THE LIKE, AND PARTS, BASE METAL"
8306210000,STATUETTES A OTH ORNAMNTS A PRTS PLTD W PREC METAL
8306290000,"STATUETTES A OTH ORNMNTS A PRTS, BS METL NT PM PLT"
8306300000,"PHOTO, PCTR A SIM FRAMES, MIRRORS, PRTS, BASE METL"
8307103000,"FLEXIBLE TUBING OF IRON OR STEEL, WITH FITTINGS"
8307106000,"FLEXIBLE TUBING, IRON OR STEEL, WITH OUT FITTINGS"
8307903000,"FLEXIBLE TUBING, BASE METAL EXC IOS, WITH FITTINGS"
8307906000,"FLEXIBLE TUBING, BASE METL EX IOS, W/O FITTINGS"
8308100000,"HOOKS, EYES AND EYELETS, OF BASE METAL"
8308203000,"TUBULAR OR BIFURCTD RIVETS, IRN OR STL, N BRTN ETC"
8308206000,"OTH TUBULAR OR BIFURCATED RIVETS, BASE METAL NESOI"
8308903000,BEADS AND SPANGLES OF BASE METAL
8308906000,"BUCKLES AND BUCKLE CLASPS A PARTS, BASE METAL"
8308909000,CLASPS ETC OF BASE METAL NESOI FOR CLOTHING ETC
8309100000,"CROWN CORKS INC SEALS AND CAPS, A PRTS, BASE METAL"
8309900000,"STOPPERS, CAPS, LIDS, SEALS ETC NES, PRTS, BS METL"
8310000000,SGN PLTS NOS A SMBLS ET BM EXCPT OF HDG 9405
8311100000,"COATED ELECTRODES, BASE METAL, FOR ELEC ARC-WELDNG"
8311200000,"CORED WIRE OF BASE METAL, FOR ELECTRIC ARC-WELDING"
8311303000,LEAD-TIN SOLDERS (COATED RODS AND CORED WIRE)
8311306000,"COATED RODS A CORED WIRE, BS METL, NES FR SOLDR ET"
8311900000,WIRE ETC CTD/CRD W FLUX FR WLD ETC A PRTS NESOI
8401100000,NUCLEAR REACTORS
8401200000,"ISOTOPIC SEPARATION MACHINERY, APPARATUS AND PARTS"
8401300000,"FUEL ELEMENTS (CARTRIDGES)NON-IRRADIATED, AND PART"
8401400000,PARTS OF NUCLEAR REACTORS
8402110000,WATERTUBE BOILERS STEAM PRODUCTION EXC 45 T PER HR
8402120000,WATERTUBE BOILERS STEAM PRODUCTN LT 45 T PER HOUR
8402190000,"VAPOR GENERATING BOILERS, NESOI, INCLUDING HYBRID"
8402200000,SUPER-HEATED WATER BOILERS
8402900010,HEAT EXCHANGERS
8402900090,"PTS FOR STEAM,VAPOR GENERATING,SUPER-HEAT WTR BLRS"
8403100000,CENTRAL HEATING BOILERS
8403900000,PARTS FOR CENTRAL HEATING BOILERS
8404100010,ECONOMIZERS FOR USE WITH BOILERS OF HEAD 8402-8403
8404100050,"AUX PLT FOR USE WITH BLRS,HDG 8402-8403,NOT ECNMZR"
8404200000,CONDENSERS FOR STEAM OR OTHER VAPOR POWER UNITS
8404900000,"PARTS FOR AUX PLT FOR BLRS,COND FOR STM,VPR PR UNT"
8405100000,"PRODUCER GAS,WTR GAS,ACETYLENE GAS,WTR PRO GAS GEN"
8405900000,"PTS,PROD GAS,WTR GAS,ACETYLENE GAS,WTR PRO GAS GEN"
8406101000,STEAM TURBINES FOR MARINE PROPULSION
8406109000,"VAPOR TURBINES, EX STEAM,FOR MARINE PROPULSION"
8406811020,"STATNRY STM TURBS,EXC MARIN PROP,CND TYPE GT 40MW"
8406811070,"STM TURBS, EXC MARINE PROP, NSOEI, EXCEEDING 40MW"
8406819000,"VAPOR TURBINES,EXC STEAM & MARINE PROPUL, GT 40 MW"
8406821010,"STAT.STEAM TURBINES,EXC MARINE PROPUL,LT= 7,460 KW"
8406821020,"STATNRY. STEAM TURBINES,EXC MAR PROP,GT 7,460 KW"
8406821050,"STEAM TURBN,EXC MARN PROP LT 7460KW,NOT STATIONARY"
8406821070,"STEAM TURBN,EXC MARINE PROP GT 7460KW,STATIONARY"
8406829000,"VAPOR TURBINES,EX STEAM & MARINE PROPUL, LT 40MW"
8406902000,"ROTORS,FINISHED FOR FINAL ASSEMBLY,PRT OF STEA TUR"
8406903000,"ROTORS,NOT FURTHER ADVANCED OR TO PERMIT FINIS MAC"
8406904000,"BLADES, ROTATING OR STATIONARY,PRTS OF STEAM TURBI"
8406904540,"ROTORS,SPINDLES,OR THEIR ASSEMBLIES FOR STEAM TURB"
8406904580,"PARTS OF STEAM TURBINES, NESOI"
8406905000,"ROTORS,FINSHD FOR FINAL ASSEMLY,PRTS OF VAPOR TURB"
8406906000,"ROTORS, NOT FURTHER ADVANCED,PRTS OF VAPOR TURBINE"
8406907000,"BLADES,ROTATING OR STATIONARY,PRTS OF VAPOR TURBIN"
8406907500,"PARTS OF VAPOR TURBINES, NESOI"
8407100020,"SPK-IGN RECP OR ROT INT COMB PST A/C ENG, LT 373KW"
8407100040,"SPK-IGN RECIP OR ROT INT COMB PST A/C ENG,GT 373KW"
8407100060,"SPK-IGN RECIP OR ROT INT COMB PST A/C ENG, USED"
8407100090,SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
8407210040,"SPKIGN REC/ROT INT COM PST ENG,MARN,LT 22.38KW"
8407210080,"SPK-IGN REC/ROT INT COM PST ENG,MARN OTBRD,NESOI"
8407290010,"SPK-IGN REC OR ROT INT COM PST ENG,MAR,IN/OUTBOARD"
8407290020,"SPK-IGN REC/ROT INT COM PST ENG,MARN,LT 746W"
8407290030,"SPIG REC/RT INT COM PST,MARN,INBD(746W-18.65KW)"
8407290040,"SPK-IGN REC OR ROT INT COM PST ENG,MARI, IN/INBORD"
8407310040,SP-IG REC PST ENG FOR PROP VEH CH87 (50CC LT 746W)
8407310080,SP-IG REC PST ENG FOR PROP VEH CH87 (LT 50CC 746W)
8407321000,SP-IG REC PST ENG FOR AGR TRACT GT 50CC LT= 250CC
8407322040,"SP-IG REC PST ENG FOR RD TR, BUS, AUTO, TRUCK,USED"
8407322080,"SP-IG REC PST ENG, F RD TR, BUS, AUTO, TRUCK, NEW"
8407329040,"SP-IG REC PST ENG, NESOI, VEH 50-250CC N/E 18.65KW"
8407329080,"SP-IG REC PST ENG, NESOI, VEH 50-250CC,EXC18.65 KW"
8407331030,"SP-IG REC PST ENG,AGRI TRACT,250-1000CC LT 37.4KW"
8407331060,SP-IG REC PST AIR-COL ENG AGR 250-1000CC GT 37.3KW
8407331090,SP-IG REC PST AIR-COL ENG AG 250-1000CC GT 37.3KW
8407333040,"SP-IG REC PST ENG FOR BUS,AUTO,TRK(250-1000CC)USED"
8407333080,"SP-IG REC PST ENG FOR BUS,AUTO,TRCK(250-1000CC)NEW"
8407336040,"SP-IG REC PST ENG FOR VEH (250-1000CC),NESOI, USED"
8407336080,"SP-IG REC PST ENG FOR VEH (250-1000CC), NESOI, NEW"
8407339040,"SP-IG REC PST ENG FOR VEH CH 87, NESOI, LT=18.65KW"
8407339080,"SP-IG REC PST ENG FOR VEH CH 87, NESOI,GT 18.65KW"
8407340530,SP-IG REC PST ENG FOR AG TRAC LT 2000CC LT 37.3KW
8407340560,SP-IG REC PST AIRCOL ENG AGR LT 2000CC GT 37.3KW
8407340590,SP-IG REC PST ENG EXC AIR AGR LT 2000CC GT 37.3KW
8407341400,"SP-IG REC PST ENG,BUS,AUTO,TRKS,LT 2000CC,USED"
8407341800,"SP-IG REC PST ENG,RD TR,BUS,AUTO,LT 2000CC,NEW"
8407342500,"SP-IG REC PST ENG,FR PRP VEH CH87,NESOI,LT 2,000CC"
8407343530,SP-IG REC PST ENG FR AGRI TRAC GT 2000CC LT 37.3KW
8407343560,SP-IG REC PST AIRCOL ENG AGR GT 2000CC GT 37.3KW
8407343590,SP-IG REC PST ENG EXC AIR AGR GT 2000CC GT 37.3KW
8407344400,"SP-IG REC PST ENG,RD TR,BUS,AUTO,GT 2000CC,USED"
8407344800,"SP-IG REC PST ENG, RD TR,BUS,AUTO,GT 2000CC,NEW"
8407345500,"SP-IG REC PST ENG,PROP VEH CH87,NESOI,GT 2,000CC"
8407901010,"SPK-IG PST ENG, AG, HORT, MC N/E 37.3KW"
8407901020,"SP-IG PST ENG, NESOI,/AG,/HO,/MC GT 4,476 W"
8407901060,"SP-IG PST TYP AIR-COL ENG, NESOI, AG, HO, MACH"
8407901080,"SP-IGINT COMB PST ENG ESC AIR-COL,NESOI,GT 37.3KW"
8407909010,SPK-IG INT COMB PST TYP GAS ENGINES
8407909020,"SP-IG INT COMB PST ENG, NESOI, LESS THAN 746 W"
8407909040,"SP-IG INT COMB PST ENG, NESOI, LESS THAN 4,476 W"
8407909060,"SP-IG INT COMB PST ENG, NESOI, 4476-18.65 KW"
8407909080,"SP-IG INT COMB PST ENG, NESOI, EXCEEDING 18.65KW"
8408100005,"COMP-IGNITION PISTON ENG, MARINE PROP,N/EXC111.9KW"
8408100015,"COMP-IGNI PST ENG,MARINE,EXC111.9KW N/EXC 149.2 KW"
8408100020,"COMP-IGNI PST ENG,MARINE,EXC149.2KW,NOT EXC223.8KW"
8408100030,"COMP-IGNI PST ENG,MARINE,EXC223.8KW,NOT EXC 373 KW"
8408100040,"COMP-IGNI PST ENG,MARINE,EXC 373 KW,NOT EXC 746 KW"
8408100050,"COMP-IGNITION PISTON ENGINES,FOR MARINE,EXC 746 KW"
8408201040,"COMP-IGN ENG PROP FR VEH CH87,INST AG TR N/E37.3KW"
8408201080,"COMP-IGN ENG PROP FR VEH CH87,INST AG TR EX 37.3KW"
8408202000,"COMP-IGN ENG FR PROP VEH CH87,RD TR,BUS,AUTO,TRUCK"
8408209000,"COMP-IG INT COMB PST ENG FR PROP OF VEH CH87, NESO"
8408901040,"COMP-IG INT COMB PST ENG, IN AGR,HOR MAC GT=37.3KW"
8408901080,"COMP-IG INT COMB PST ENG,IN AGR,HOR MAC GT 37.3KW"
8408909010,"COMP-IGN INT COMB PST ENG, NESOI, NOT EXC 149.2 KW"
8408909020,"COMP-IGN INT COMB PST ENG,NESOI,EX149.2KW N/E373KW"
8408909030,"COMP-IGN INT COMB PST ENG,NESOI,EXC373KW N/E 746KW"
8408909040,"COMP-IGN INT COMB PST ENG,NESOI,EXC373KW N/E1119KW"
8408909050,"COMP-IGN INT COMB PST ENG,NESOI,EXCEEDING 1,119 KW"
8409100040,PARTS FOR SPARK-IG OR COMP-IG PST ENG FOR CIV A/C
8409100080,PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
8409911040,"CAST-IRON PTS F SP-IG PST ENG F RD TR,BUS,AUTO,TRK"
8409911060,CAST-IRON PTS FOR SP-IG PST ENG FOR MARINE PROPULS
8409911080,"CAST-IRON PTS FOR SPARK-IGNITION PST ENGINES,NESOI"
8409913000,"ALUMINUM CYLINDER HEADS,SPARK-IGN PIST ENG.FOR VEH"
8409915010,"CONN RODS FOR SP-IG PST ENG FOR RD TR,BUS,AUTO,TRK"
8409915081,STL FORG FOR SPK-IGN PIST ENG TRACT/BUS/AUTO/TRUCK
8409915085,"PARTS FOR SP-IG PST ENG FOR RD TR,BUS,AUTO,TRUCKS"
8409919210,CONN RODS FOR SP-IG PST ENG FOR MARINE PROPULSION
8409919290,PARTS FOR SP-IG PST ENG FOR MARINE PROPULSION
8409919910,"CONN RODS FOR SPARK IGNITION PISTON ENGINES, NESOI"
8409919990,"PARTS, EXC CONN RODS, FOR SP-IG PST ENGINES, NESOI"
8409991040,"CST TRN F COMP-IG PST ENG FOR RD TR,BUS,AUTO,TRUCK"
8409991060,CAST-IRON PST FOR COMP-IGNITION PST ENG FOR MARINE
8409991080,"CAST-IRON PST FOR COMP-IGNITION PST ENG, NESOI"
8409999110,"CONN RODS FOR COMP-IG PST ENG FR RD TR,BUS,AUTO,TK"
8409999190,"PARTS FR COMP-IG PST ENG FR RD TR,BUS,AUTO,TRUCKS"
8409999210,CONN RODS FOR COMP-IG PST ENG FOR MARINE PROPULSN
8409999290,PARTS FOR COMP-IG INT COMB PST ENG FOR MARINE PROP
8409999910,"CONN RODS FOR COMP-IG INT COMB PST ENG, NESOI"
8409999990,"PARTS FOR COMP-IG INT COMB PST ENGINES, NESOI"
8410110000,"HYDRAULIC TURBINES,WATER WHEELS, NOT OV 1,000 KW"
8410120000,"HYDRAULIC TURB & WTR WHEELS POWER 1,000KW-10,000KW"
8410130000,"HYDRAULIC TURBINE & WATER WHEEL POWER GT 10,000KW"
8410900000,"PARTS, INC REGULATORS, FOR HYDRAULIC TURB & WTR WH"
8411114000,"TURBOJET AIRCRAFT ENGINES, THRUST NOT EXCEED 25 KN"
8411118000,"TURBOJET TURBINES, EXC A/C, THRUST NOT EXCEED 25KN"
8411124000,"TURBOJET AIRCRAFT ENGINES, THRUST EXCEEDING 25 KN"
8411128000,"TURBOJET TURBINES, EXC A/C, THRUST EXCEEDING 25 KN"
8411214000,"TURBOPROPELLER AIRCRAFT ENG, POWER NOT EXC 1100 KW"
8411218000,"TURBOPROPELLER TURBINES,EXC A/C,PR NOT EXC 1100 KW"
8411224000,"TURBOPROPELLER AIRCRAFT ENGINES, POWER EXC 1100 KW"
8411228000,"TURBOPROPELLER TURBINES,EXC A/C, POWER EXC 1100 KW"
8411814000,"GAS TURBINE A/C ENGINES,NESOI,POWER NOT EXC 5000KW"
8411818000,"GAS TURBINE ENG,EXC A/C,NESOI,POWER NOT EXC 5000KW"
8411824000,"GAS TURBINE A/C ENGINES,NESOI,POWER EXCEED 5,000KW"
8411828000,"GAS TURBINE ENG,EXC A/C,NESOI,POWER EXCEED 5,000KW"
8411911040,"CAST-IRON PTS,CLEAN ONLY,FOR TURBOJ-PROPEL,NON A/C"
8411911060,"CAST-IRON PTS,CLEAN ONLY,TURBOJET-PROPEL,C A/C ENG"
8411911090,"CAST-IRON PTS,CLEAN ONLY,TURBOJET-PROPEL,A/C EXC C"
8411919040,PARTS OF TURBOJET OR TURBOPROPELLER NONA/C ENGINES
8411919081,STEEL FORGINGS TURBOJET/TURBOPROP AIRCRAFT ENGINES
8411919085,PARTS OF TURBOJET/TURBOPROP AIRCRAFT ENGINES NESOI
8411991010,"CAST-IRON PTS,CLEAN ONLY,NONA/C GAS TURBINES,NESOI"
8411991040,"CAST-IRON PTS,CLEAN ONLY,FR A/C GAS TURBINES,CIVIL"
8411991080,"CAST-IRON PTS,CLEAN ONLY,FR A/C GAS TURBIN,EXC CIV"
8411999030,"ROTORS,SPINDLES,OR THEIR ASSEMB. FOR NONAIR. GAST."
8411999081,STEEL FORGINGS FOR NONAIRCRAFT GAS TURBINES
8411999085,"PARTS OF NONAIRCRAFT GAS TURBINES, NESOI"
8411999090,"PARTS OF AIRCRAFT GAS TURBINES, NESOI"
8412100010,MISSILE AND ROCKET REACTION ENGINES
8412100090,REACTION ENGINES EXCEPT MISSILE AND ROCKET ENGINES
8412210015,LINEAR ACTING HYDRAULIC MOTORS (CYLNDRS) T-R TYPE
8412210030,LINEAR ACTING HYDRAULIC MOTORS (CYLNDRS) W-F TYPE
8412210045,LINEAR ACTING HYDRAULIC MOTORS (CYLNDRS) TLSCPING
8412210060,LINEAR ACTING HYDRAULIC MOTORS (CYLNDRS) RODLESS
8412210075,LINEAR ACTING HYDRAULIC MOTORS (CYLINDERS)
8412294000,HYDROJET ENGINES FOR MARINE PROPULSION
8412298015,"HYDRLC ENGINES, UNLIMITED ROTARY ACTING, GEAR TYPE"
8412298030,"HYDRLC POWER ENGINE, UNLIMITED ROTARY, RADIAL PSTN"
8412298045,"HYDRLC POWER ENGINES, UNLIMITED ROTARY, AXIAL PSTN"
8412298060,HYDRAULIC POWER ENGINES UNLMTD ROTARY ACTING NESOI
8412298075,"HYDRAULIC POWER ENGINES AND MOTORS, NESOI"
8412310040,"LINEAR ACTING PNEUMATIC MOTORS (CYLNDRS), TIE-ROD"
8412310080,"LINEAR ACTING PNEUMATIC MTRS (CYLINDRS),EX TIE-ROD"
8412390040,PNEUM PWR ENG & MTRS UNLIM ROTARY ACTNG
8412390080,"PNEUMATIC POWER ENGINES AND MOTORS, NESOI"
8412801000,SPRING-OPERATED AND WEIGHT-OPERATED MOTORS
8412809000,"ENGINES AND MOTORS, NESOI"
8412901000,PARTS OF HYDROJET ENGINES FOR MARINE PROPULSION
8412909005,PARTS OF LINEAR ACTING HYDRAULIC POWER ENG & MTR
8412909015,"PRTS OF HYDRLC ENGS & MTRS, EXCPT LINEAR ACTING"
8412909025,PARTS OF PNEUMATIC POWER LINEAR ACTING ENGS & MTRS
8412909035,"PARTS OF PNEUMATIC ENGNS AND MTRS, EX"
8412909050,PARTS OF REACTION ENGINES OTHER THAN TURBOJETS
8412909081,WIND TURBINE BLADES AND HUBS
8412909085,"PARTS OF ENGINES AND MOTORS, NESOI"
8413110000,"PUMPS FOR DISPENSING FUEL OR LUBRICANTS,GARAGE USE"
8413190000,"PUMPS FITTED WITH MEASURING DEVICE, NESOI"
8413200000,"HAND PUMPS,EXC PUMPS FITTED WITH MEASURING DEVICES"
8413301000,FUEL-INJECTION PUMPS FOR COMPRESSION-IGNITION ENGS
8413309030,"FUEL PUMPS, EXC FUEL-INJECT, FOR INTRL COMB PST EG"
8413309060,LUBRICATING PUMPS FOR INTERNAL COMBUSTION PST ENGS
8413309090,COOLING MEDIUM PUMPS FOR INTERNAL COMB PISTON ENGS
8413400000,CONCRETE PUMPS
8413500010,"OIL WELL AND OIL FIELD PUMPS, RECIP POSITIVE DISPL"
8413500050,"DIAPHRAGM PUMPS, RECIPROCAT POSITIVE DISPLACEMENT"
8413500070,"HYDRAULIC FLUID POWER PUMPS, RADIAL PISTON"
8413500080,"HYDRAULIC FLUID POWER PUMPS, NESOI"
8413500090,"RECIPROCATING POSITIVE DISPLACEMENT PUMPS, NESOI"
8413600020,"HYDRAULIC FLUID POWER PUMPS, ROTARY POSITIVE, VANE"
8413600030,"HYDRAULIC FPWR PUMPS,ROTARY POSITIVE DISPL,GEAR-TY"
8413600040,"HYDRAULIC FL PWR PUMPS, ROTARY POSTIV DISPL, NESOI"
8413600050,"OIL WELL AND OIL FIELD PUMPS, ROTARY POSTIVE DISPL"
8413600070,"ROLLER PUMPS, ROTARY POSITIVE DISPLACEMENT"
8413600090,"ROTARY POSITIVE DISPLACEMENT PUMPS, NESOI"
8413701000,"STOCK PUMPS MACHS FOR MAKING CELLULOSIC PULP,PAPER"
8413702004,"SUBMERSIBLE PUMPS, CENTRIFUGAL"
8413702005,"CENT PMP LIQ,SING-STG,SING-SUC,CLOS-COUP,DIS5.08CM"
8413702015,"CENT PMP LIQ,SING-STG,SING-SUC,CLOS-COUP,OV 5.08CM"
8413702022,"CENT PMP LIQ,SING-STG,SING-SUC,CLOS-COUP,DISC7.6CM"
8413702025,"CENT PMP LIQ,SING-STG,SING-SUC,CLOS-COUP,OV C7.6CM"
8413702030,"CENTRIFUGAL PUMPS FOR LIQUIDS, SING-STAGE,DBL-SUC"
8413702040,"CENT PUMPS FOR LIQUIDS MULTI-STAG,SING OR DOUB-SUC"
8413702090,"CENTRIFUGAL PUMPS FOR LIQUIDS, NESOI"
8413810020,"TURBINE PUMPS, NESOI"
8413810030,"HOUSEHOLD WATER SYST,SELF-CONTAIN"
8413810040,"PUMPS FOR LIQUIDS, NESOI"
8413820000,LIQUID ELEVATORS
8413911000,PARTS OF FUEL-INJECTION PUMPS FOR COMP-IGNIT PUMPS
8413912000,PTS OF STOCK PUMPS FOR MACH FOR MAKING CELLUL PULP
8413919010,"PARTS,FUEL,LUBRIC OR COOL MED PUMPS,EXC FUEL-INJET"
8413919055,FLUID END BLOCKS
8413919060,"PARTS OF HYDRAULIC FLUID POWER PUMPS, NESOI"
8413919065,SUCKER RODS OF A KIND IN STAT NOTE 1 TO THIS CH
8413919085,"PARTS OF PUMPS OF STAT. NO. 8413.50.0010, NESOI"
8413919096,"PARTS OF PUMPS FOR LIQUIDS, NESOI"
8413920000,PARTS OF LIQUID ELEVATORS
8414100000,VACUUM PUMPS
8414200000,HAND- OR FOOT-OPERATED AIR PUMPS
8414304000,"COMPRESSORS, REFRIG AND AIR-COND, NOT EXC 1/4 HP"
8414308010,"COMPRESSORS, REFRIG & AIR COND, SCREW TYP,N/E 200H"
8414308020,"COMPRESSORS, REFRIG & AIR COND,SCREW TYP,EXC 200HP"
8414308030,"COMPRESSORS, REFRIG & AIR COND, FOR MOTOR VEHICLES"
8414308050,"COMPRESSORS, REF & A/C,EXC AMMONIA,EXC 1/4N/EXC1HP"
8414308060,"COMPRESSORS, REF & A/C,EXC AMMONIA,EXC 1 N/EXC 3HP"
8414308070,"COMPRESSORS, REF & A/C,EXC AMMONIA,EXC 3 N/EXC10HP"
8414308080,"COMPRESSORS, REF & A/C,EXC AMMONIA,EXCEEDING 10 HP"
8414308090,"COMPRESSORS, REFRIGERATING & AIR-CONDITION, AMMONI"
8414400000,AIR COMPRESSORS MOUNT ON WHEEL CHASSIS FOR TOWING
8414513000,"CEILING FANS,PERM INST,SLF-CONT ELEC MTR LT 125W"
8414519060,"FANS,EXC CEILING,PER INST,SLFCON ELEC MTR LT 125 W"
8414519090,"FANS, NOT PERM INST,SLF-CONT ELEC MTR N/E 125 W"
8414591000,BLOWERS FOR PIPE ORGANS
8414591500,"FANS FOR COOLING MICROPROCESSORS, TELECOM, ADP ETC"
8414593000,"TURBOCHARGERS AND SUPERCHARGERS, FAN TYPE"
8414596540,"OTHR FANS, SUITBL FOR USE W MOTOR VEHICLES,NESOI"
8414596560,"FANS CENTRIFUGAL, NOT FOR USE W MOT VEHICLES NESOI"
8414596590,"FANS, AXIAL, NOT FOR USE W/ MOTOR VEHICLES, NESOI"
8414596595,"FANS, NESOI"
8414600000,HOODS HAVING MAXIMUM HORRIZON SIDE NOT EXC 120 CM
8414800500,"AIR COMPRESSORS,TURBOCHARGERS & SUPERCHARGERS"
8414801605,"AIR COMPRESSORS, STTNRY, RCPRTG, NOT EXCDNG 74.6 W"
8414801615,"AIR COMPRESSORS,NESOI,STTNRY,RCPRCTNG,746W-4.48KW"
8414801625,"AIR COMPRESSORS,NESOI,STTNRY,RCPRCTNG,4.48KW-8.21K"
8414801635,"AIR COMPRESSORS,NESOI,STTNRY,RCPRCTNG,8.21-11.19KW"
8414801640,"AIR COMPRESSORS, STTNRY, RCPRCTNG, 11.19KW-19.4KW"
8414801645,"AIR COMPRESSORS,NESOI,STTNRY,RCPRCTNG19.4KW-74.6KW"
8414801655,"AIR COMPRESSORS,RECIP,STATIONARY,EXCEEDING 74.6KW"
8414801660,"AIR COMPRESSR,ROTARY,STATIONARY,NOT EXC 11.19KW"
8414801665,"AIR COMPRESSORS, STTNRY, RTRY, 11.19KW-22.38KW"
8414801670,"AIR COMPRESSORS, STTNRY, RTRY, 22.38KW - 74.6KW"
8414801675,"AIR COMPRESSORS,ROTARY,STATIONARY,EXCEDING 74.6KW"
8414801680,"AIR COMPRESSORS,STATIONARY, EXCEPT RECIP AND ROTAR"
8414801685,"AIR COMPRESSORS,PORTABLE,LT 0.57CUBIC"
8414801690,"AIR COMPRESSORS, PORTABLE, NESOI"
8414802005,"COMPRESSORS, FOR REFRIGERANT RECOVERY UNITS"
8414802015,"COMPRESSORS, CENTRIFUGAL AND AXIAL"
8414802055,"COMPRESSORS,NESOI,INCLUD RECIP & ROT LT=186.5KW"
8414802065,COMPRESSORS NESOI INC REC & ROT (186.5-746KW)
8414802075,"COMPRESSORS,NESOI,INC RECIPROCT & ROTARY GT 746KW"
8414809000,"AIR OR VACUUM PUMPS, NESOI"
8414901040,PTS OF FANS INC BLOWERS (OF SUBHEADING 8414.51.00)
8414901080,"PTS OF FANS(BLOWERS) & VENT OR RECYCL HOODS, NESOI"
8414903000,"PRT OF COMPRESSORS,STATOR & ROTORS OF HEAD 8414.30"
8414904120,COMPRESSOR HOUSINGS FOR REFRIG & AIR CONDITIONING
8414904140,"PARTS OF COMPRESSORS, EXC HOUSINGS OF REF & A/COND"
8414904145,"COMPRESSOR HOUSINGS, FR AIR COMPRS MOUNTD ON WHEES"
8414904155,PTS OF AIR COMPRS MTED ON WHEELS EXC COMPR HOUSING
8414904165,"COMPRESSOR HOUSINGS FOR COMPRESSORS, NESOI"
8414904180,IMPELLER COVERS AND HUBS OF OTHER COMPRESSORS
8414904190,"PARTS OF OTHER COMPRESSORS, NESOI"
8414909040,PARTS OF VACUUM PUMPS
8414909080,"PARTS OF AIR PUMPS, NESOI"
8415103040,"AIR-CONDTNRS,WIND/WALL, SELF-CONTAIN LT 2.93 KW/HR"
8415103060,"AIR-COND,WIND/WALL,SELF-CONTAIN (2.93-4.98 KW/HR)"
8415103080,"AIR-COND,WIND/WALL,SELF-CONTAIN GE 4.98 KW/HR"
8415106000,"AIR-CND,INC REF&VAL FOR REV CL/HT,WIN/WALL TYPE"
8415109000,"AIR COND MACH, WNDW"
8415200000,AUTOMOTIVE AIR CONDITIONERS
8415810110,"AIR-CND,INC REF&VAL FOR REV CL/HT,SLF-CNT LT 17.58"
8415810120,"AIR-CND,INC REF & VAL FOR RV CL/HT,SLF-CN GT 17.58"
8415810130,"AIR-COND,INC REF & VAL FOR REV COOL/HEAT, EXC S-CO"
8415820105,"AR-CND,SLF-CNTN,RMTE COND,EXC YR-RND LT 17.58KW/HR"
8415820110,"AR-CND,SLF-CNTN,RMTE COND,EXC YR-RND GT 17.58KW/HR"
8415820115,"AR-CNDTNRS, YR-RND UNITS (HEAT/COOL) LT 17.58KW/HR"
8415820120,"AR-CNDTNRS, YR-RND UNITS (HEAT/COOL) GT 17.58KW/HR"
8415820130,ROOM FAN COIL UNITS FOR USE WITH WATER CHILLERS
8415820135,CENTRL STATION AIR HANDLRS USED WITH WATER CHILLER
8415820140,"ROOM,CNTRL STAT A/C UNITS USED W/WATR CHLLR NESOI"
8415820155,"DEHUMIDIFIERS W/REFRIG.,WATER REM LT 35 LITE 24 HR"
8415820160,"DEHUMIDIFIERS W/REFRIG,WATER REM GT 35 LITER, 24HR"
8415820170,"AIR COND MACH INCORPORATING A REFRIG UNIT, NESOI"
8415830050,CONDENSING UNIT NOT EXC 17.58 KW/HR (60000 BTU/HR)
8415830060,CONDENSING UNIT EXCDNG 17.58 KW/HR NO REFRGNG UNIT
8415830070,"HEAT EXCHANGERS, NOT INC A REFRIG UNIT, NESOI"
8415830090,"AIR COND MACHS NOT INCORPORAT A REFRIG UNIT, NESOI"
8415904000,"CHASSIS,CHASSIS BASES & OUTER CABINET,PRT OF A/CON"
8415908025,AIR CONDITIONING EVAPORATOR COILS
8415908045,PARTS OF AUTOMOTIVE AIR CONDITIONERS
8415908065,PARTS OF HEAT PUMPS
